"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","1993","1993","PC","Percentage","0","Units",,,0.215,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","1994","1994","PC","Percentage","0","Units",,,0.221,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","1995","1995","PC","Percentage","0","Units",,,0.057,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","1996","1996","PC","Percentage","0","Units",,,0.058,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","1997","1997","PC","Percentage","0","Units",,,0.059,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","1998","1998","PC","Percentage","0","Units",,,0.058,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","1999","1999","PC","Percentage","0","Units",,,0.058,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2000","2000","PC","Percentage","0","Units",,,0.059,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2001","2001","PC","Percentage","0","Units",,,0.057,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2002","2002","PC","Percentage","0","Units",,,0.053,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2003","2003","PC","Percentage","0","Units",,,0.052,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2004","2004","PC","Percentage","0","Units",,,0.054,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2005","2005","PC","Percentage","0","Units",,,0.055,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2006","2006","PC","Percentage","0","Units",,,0.121,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2007","2007","PC","Percentage","0","Units",,,0.124,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2008","2008","PC","Percentage","0","Units",,,0.126,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2009","2009","PC","Percentage","0","Units",,,0.159,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2010","2010","PC","Percentage","0","Units",,,0.125,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.123,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.122,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.126,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.124,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.12,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2016","2016","PC","Percentage","0","Units",,,0.118,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2017","2017","PC","Percentage","0","Units",,,0.121,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2018","2018","PC","Percentage","0","Units",,,0.118,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2019","2019","PC","Percentage","0","Units",,,0.117,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2020","2020","PC","Percentage","0","Units",,,0.159,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARPIB","Share of gross domestic product","FRA","France","2021","2021","PC","Percentage","0","Units",,,0.249,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1970","1970","USD","US Dollar","0","Units",,,4.216,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1975","1975","USD","US Dollar","0","Units",,,9.1,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1980","1980","USD","US Dollar","0","Units",,,17.034,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1985","1985","USD","US Dollar","0","Units",,,29.584,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1990","1990","USD","US Dollar","0","Units",,,45.298,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1991","1991","USD","US Dollar","0","Units",,,48.964,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1992","1992","USD","US Dollar","0","Units",,,53.458,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1993","1993","USD","US Dollar","0","Units",,,55.06,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1994","1994","USD","US Dollar","0","Units",,,53.379,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1995","1995","USD","US Dollar","0","Units",,,82.941,"B","Break"
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1996","1996","USD","US Dollar","0","Units",,,83.522,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1997","1997","USD","US Dollar","0","Units",,,85.861,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1998","1998","USD","US Dollar","0","Units",,,91.056,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","1999","1999","USD","US Dollar","0","Units",,,97.314,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2000","2000","USD","US Dollar","0","Units",,,110.071,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2001","2001","USD","US Dollar","0","Units",,,119.322,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2002","2002","USD","US Dollar","0","Units",,,134.03,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2003","2003","USD","US Dollar","0","Units",,,132.871,"B","Break"
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2004","2004","USD","US Dollar","0","Units",,,140.12,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2005","2005","USD","US Dollar","0","Units",,,143.366,,
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2006","2006","USD","US Dollar","0","Units",,,198.973,"B","Break"
"HF1","Government/compulsory schemes","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2007","2007","USD","US Dollar","0","Units",,,203.874,,
